,g_energy,temp_high,temp_avg,temp_low,dew_high,dew_avg,dew_low,humid_high,humid_avg,humid_low,press_high,press_avg,press_low,visib_high,visib_avg,visib_low,wind_high,wind_avg,precip_sum,rain,snow,fog,thunderstorm,hail
2016-07-10,9002.0,21,18,14,17,14,10,98,80,68,1009,1003,996,10,9,2,29,10,5.08,1,0,0,1,0
2016-07-11,21702.0,23,17,11,12,11,9,94,68,37,1012,1010,1004,10,10,10,26,10,0.25,0,0,0,0,0
2016-07-12,23678.0,23,17,11,12,10,7,94,64,34,1015,1013,1006,10,9,3,21,10,0.0,0,0,0,0,0
2016-07-13,13984.0,24,19,14,11,8,2,94,52,15,1014,1011,1005,19,10,10,32,8,2.29,0,0,0,0,0
2016-07-14,8256.0,21,17,13,13,11,7,88,65,29,1012,1010,1005,10,10,10,26,10,1.02,1,0,0,0,0
2016-07-15,25324.0,23,17,11,12,8,2,94,58,16,1012,1010,1002,10,10,3,29,11,0.76,0,0,0,0,0
2016-07-16,24722.0,27,19,11,11,8,4,87,54,18,1012,1010,1001,10,10,10,14,5,2.54,0,0,0,0,0
2016-07-17,16980.0,28,21,15,13,9,6,68,40,19,1008,1003,993,10,10,10,35,14,0.51,0,0,0,0,0
2016-07-18,24972.0,26,19,13,10,9,7,88,51,21,1007,1005,999,10,10,10,18,6,0.51,0,0,0,0,0
2016-07-19,24196.0,28,21,14,12,9,6,82,48,15,1009,1007,999,10,10,10,18,6,3.3,1,0,0,1,0
2016-07-20,15770.0,29,23,17,15,12,7,68,48,16,1011,1008,1000,10,10,10,21,10,0.0,1,0,0,0,0
2016-07-21,8014.0,27,22,17,16,14,9,88,66,23,1011,1008,1000,10,10,10,43,10,7.11,1,0,0,0,0
2016-07-22,5804.0,19,17,14,15,13,12,94,81,60,1007,1004,1000,10,9,1,21,10,22.1,1,0,0,0,0
2016-07-23,16876.0,20,16,10,12,10,6,88,68,33,1015,1010,1004,10,8,0,32,18,1.52,1,0,0,0,0
2016-07-26,73606.0,28,21,15,14,9,3,88,53,17,1010,1008,999,10,9,2,26,6,4.32,1,0,0,0,0
2016-07-27,21822.0,27,20,12,11,5,-2,77,41,12,1010,1008,1000,10,7,2,29,8,0.0,0,0,0,0,0
2016-07-28,19066.0,29,22,15,13,10,7,82,53,17,1009,1007,997,10,8,2,35,6,0.76,1,0,0,1,0
2016-07-29,23094.0,26,20,14,14,12,8,94,59,24,1013,1010,1003,19,10,3,21,8,0.0,0,0,0,0,0
2016-07-30,22348.0,29,21,14,13,11,6,94,55,16,1015,1013,1003,10,9,3,11,5,0.51,0,0,0,0,0
2016-07-31,21074.0,32,24,17,13,11,8,77,43,15,1015,1013,1002,10,9,3,29,8,0.51,0,0,0,0,0
2016-08-01,22100.0,33,26,19,16,12,9,68,42,16,1018,1015,1004,10,10,3,21,10,2.79,0,0,0,0,0
2016-08-02,21194.0,36,28,21,16,11,6,88,41,9,1018,1014,1001,19,10,10,29,8,0.51,0,0,0,0,0
2016-08-03,23906.0,37,28,20,15,7,2,68,25,6,1015,1012,999,19,11,10,26,14,2.29,0,0,0,0,0
2016-08-04,21910.0,31,23,16,14,13,11,94,63,21,1017,1013,1002,10,9,3,35,8,0.0,0,0,0,0,0
2016-08-05,20148.0,22,18,14,14,13,11,94,74,50,1021,1017,1012,10,10,3,32,18,5.84,1,0,0,0,0
2016-08-06,26180.0,26,19,12,11,9,6,88,55,21,1023,1020,1011,10,10,10,26,11,0.0,0,0,0,0,0
2016-08-07,16004.0,30,23,16,10,6,1,82,38,10,1019,1014,1001,10,10,10,29,10,0.0,1,0,0,0,0
2016-08-08,12588.0,27,23,20,15,11,4,68,45,15,1010,1007,1001,10,10,10,29,13,0.0,1,0,0,0,0
2016-08-09,2130.0,17,16,16,16,14,13,94,83,61,1010,1007,1003,19,10,2,26,8,4.06,1,0,0,0,0
2016-08-10,11900.0,23,18,13,17,14,9,98,76,33,1008,1002,995,10,10,3,32,10,2.03,1,0,0,0,0
2016-08-11,14414.0,18,14,10,10,7,5,88,65,31,1015,1012,1008,10,10,3,29,11,0.0,1,0,0,0,0
2016-08-12,26412.0,20,13,7,8,5,2,93,59,21,1018,1015,1010,10,10,10,32,11,2.54,0,0,0,0,0
2016-08-13,24598.0,22,16,9,10,7,5,87,58,26,1019,1016,1009,10,10,10,26,10,4.06,1,0,0,1,0
2016-08-14,17870.0,23,17,11,12,10,8,88,61,32,1017,1015,1008,10,10,10,21,11,0.51,1,0,0,0,0
2016-08-15,23884.0,23,17,10,9,7,3,93,55,20,1018,1015,1009,10,10,10,21,6,3.3,0,0,0,0,0
2016-08-16,11926.0,22,18,13,13,9,6,88,64,31,1014,1011,1003,10,10,3,32,6,2.03,1,0,0,1,0
2016-08-17,21866.0,22,17,13,13,9,4,94,61,22,1012,1010,1004,10,10,3,21,6,0.76,0,0,0,0,0
2016-08-18,23262.0,23,17,12,10,7,3,94,55,17,1015,1013,1007,10,10,10,18,6,2.03,0,0,0,0,0
2016-08-19,13364.0,21,14,9,10,8,6,87,60,38,1017,1015,1011,10,10,10,29,6,1.02,1,0,0,0,0
2016-08-20,24232.0,22,15,8,8,6,3,93,55,21,1020,1017,1011,10,10,10,18,5,0.76,0,0,0,0,0
2016-08-21,16968.0,27,17,8,13,8,4,87,55,15,1019,1016,1007,19,10,10,29,10,0.0,1,0,0,0,0
2016-08-22,10780.0,22,18,14,13,11,9,94,65,33,1017,1013,1007,10,10,10,21,8,6.1,1,0,0,0,0
2016-08-23,24552.0,22,16,10,13,11,8,100,72,46,1015,1012,1007,10,10,3,35,11,0.0,0,0,0,1,0
2016-08-24,13532.0,11,8,3,8,4,1,87,70,54,1030,1022,1016,19,10,3,32,19,0.0,1,0,0,0,0
2016-08-25,25002.0,17,9,2,3,0,-3,93,58,16,1034,1027,1021,10,10,10,18,6,2.29,0,0,0,0,0
2016-08-26,25280.0,20,12,4,2,0,-2,93,49,14,1027,1023,1016,10,10,3,21,6,1.52,0,0,0,0,0
2016-08-27,26340.0,23,14,6,3,1,-1,93,46,13,1026,1022,1014,10,9,3,18,6,2.29,0,0,0,0,0
2016-08-28,21752.0,26,17,8,3,-1,-4,87,35,7,1022,1017,1007,10,10,10,26,8,0.25,0,0,0,0,0
2016-08-29,1274.0,17,14,12,10,6,-4,88,63,14,1016,1015,1012,10,9,2,47,16,9.91,1,0,0,1,0
2016-08-30,19940.0,21,14,9,11,8,6,94,74,36,1016,1015,1009,10,10,2,32,5,2.03,1,0,0,1,0
2016-08-31,25942.0,23,16,8,10,7,5,93,63,21,1017,1014,1007,10,10,3,18,6,2.03,0,0,0,0,0
2016-09-01,24420.0,23,14,6,10,7,2,93,60,20,1014,1011,1003,10,9,3,21,6,2.03,0,0,0,0,0
2016-09-02,19130.0,21,14,8,8,6,4,93,59,25,1012,1010,1004,10,10,10,21,6,0.0,0,0,0,0,0
2016-09-03,17646.0,15,12,8,8,7,6,82,72,47,1019,1014,1011,10,10,3,29,13,0.25,1,0,0,0,0
2016-09-04,7330.0,14,10,7,6,6,5,93,74,51,1020,1018,1016,19,10,3,26,16,3.05,0,0,0,0,0
2016-09-05,5928.0,16,11,5,5,4,1,93,67,35,1022,1019,1014,10,10,3,26,8,0.0,0,0,0,0,0
2016-09-09,4730.0,19,13,7,8,7,5,93,64,35,1020,1018,1014,10,10,3,21,6,0.0,1,0,0,0,0
2016-09-10,14920.0,21,13,6,9,5,2,93,66,26,1022,1019,1013,10,10,3,18,6,1.78,0,0,0,0,0
2016-09-11,22476.0,22,14,7,6,3,0,93,58,15,1022,1019,1012,10,10,10,18,3,0.0,0,0,0,0,0
2016-09-12,17464.0,21,14,8,9,6,3,81,57,24,1020,1018,1013,10,10,10,21,6,0.51,1,0,0,0,0
2016-09-13,23392.0,21,13,6,8,4,-2,93,59,16,1022,1019,1013,10,10,3,26,8,0.0,0,0,0,0,0
2016-09-14,22766.0,21,14,7,7,4,0,87,51,24,1023,1021,1014,19,10,3,18,6,1.52,0,0,0,0,0
2016-09-15,13266.0,17,10,3,3,0,-3,81,51,18,1023,1020,1016,10,10,10,26,8,0.25,1,0,0,0,0
2016-09-16,18788.0,17,10,3,4,1,-3,87,61,26,1027,1023,1020,10,10,10,29,6,4.83,0,0,0,0,0
2016-09-17,6480.0,13,9,5,7,4,2,87,73,51,1029,1026,1024,10,9,3,14,3,1.02,1,0,0,0,0
2016-09-18,6768.0,14,9,4,6,3,1,93,67,36,1032,1029,1026,10,10,10,26,8,1.27,0,0,0,0,0
2016-09-19,20296.0,20,14,8,5,3,0,71,48,22,1027,1022,1015,10,10,3,32,16,0.0,1,0,0,0,0
2016-09-20,23882.0,21,13,6,8,4,1,93,62,19,1021,1017,1011,19,10,10,32,5,0.76,1,0,0,1,0
2016-09-21,21864.0,20,12,5,7,4,0,93,63,23,1019,1016,1011,10,10,3,32,6,1.02,0,0,0,0,0
2016-09-22,24192.0,20,12,5,6,1,-4,93,57,12,1021,1015,1009,10,9,3,14,5,4.06,0,0,0,0,0
2016-09-23,7358.0,14,11,8,9,7,0,93,76,45,1013,1008,1005,10,10,3,21,8,4.06,1,0,0,1,0
2016-09-24,23576.0,14,10,6,6,2,-1,82,63,25,1018,1015,1010,10,9,2,29,14,2.03,0,0,0,0,0
2016-09-25,8374.0,8,7,5,6,3,-2,95,76,50,1022,1016,1013,10,9,2,32,10,0.51,1,0,0,0,0
2016-09-26,9512.0,6,2,-3,-1,-4,-7,87,62,28,1035,1024,1019,10,8,2,26,13,0.0,1,1,0,0,0
2016-09-27,30472.0,9,2,-5,-2,-5,-10,93,63,16,1038,1030,1027,8,5,2,18,6,0.0,0,1,0,0,0
2016-09-28,8244.0,8,4,-1,2,-2,-5,86,65,29,1032,1022,1016,10,10,3,32,11,1.52,0,0,0,0,0
2016-09-29,18804.0,13,7,0,4,-1,-4,93,64,19,1020,1014,1012,10,9,2,26,6,1.02,0,0,0,0,0
2016-09-30,20138.0,15,7,-1,1,-2,-4,93,56,17,1019,1008,1004,10,10,3,29,5,0.0,0,0,0,0,0
2016-10-01,24756.0,10,6,2,1,-2,-6,81,58,23,1019,1014,1008,10,10,2,21,11,3.05,0,0,0,0,0
2016-10-02,13268.0,10,3,-3,1,-1,-4,93,65,40,1019,1011,1007,10,10,10,26,13,0.0,0,0,0,0,0
2016-10-03,17758.0,9,3,-3,-1,-3,-6,93,75,33,1026,1018,1015,19,10,2,21,5,2.03,0,0,0,0,0
2016-10-04,11706.0,7,2,-2,0,-3,-5,93,70,40,1027,1019,1017,10,9,2,11,5,2.03,1,0,0,0,0
2016-10-05,3566.0,3,1,-2,1,-2,-6,100,85,62,1032,1021,1017,10,8,2,26,5,4.57,1,1,0,0,0
2016-10-06,9346.0,3,-1,-4,-3,-7,-10,86,63,32,1034,1025,1022,10,9,2,11,6,1.78,0,0,0,0,0
2016-10-07,19088.0,3,-1,-4,-4,-7,-14,86,62,15,1031,1022,1020,19,9,2,26,8,0.0,1,1,0,0,0
2016-10-08,26442.0,1,-3,-8,-6,-9,-14,86,65,20,1035,1023,1018,10,9,2,14,10,1.78,0,0,0,0,0
2016-10-09,19884.0,4,-2,-7,-7,-11,-16,86,53,12,1028,1018,1015,10,9,3,11,5,0.0,0,0,0,0,0
2016-10-10,21262.0,1,-4,-9,-7,-11,-14,86,53,24,1032,1020,1015,10,10,3,29,13,1.52,0,0,0,0,0
2016-10-11,25568.0,7,-1,-9,-5,-9,-13,86,61,23,1033,1021,1013,10,6,3,18,5,1.78,0,0,0,0,0
2016-10-12,24138.0,10,2,-6,-4,-7,-10,93,58,14,1027,1018,1015,10,9,3,14,5,0.0,0,0,0,0,0
2016-10-13,23796.0,14,4,-6,-3,-6,-9,93,58,14,1022,1015,1011,19,10,3,18,5,0.0,0,0,0,0,0
2016-10-14,22502.0,18,7,-4,-3,-6,-9,93,47,7,1021,1013,1006,10,9,3,29,8,0.0,0,0,0,0,0
2016-10-15,21994.0,8,2,-3,-3,-4,-7,93,58,31,1026,1014,1010,10,9,3,32,14,3.05,0,1,0,0,0
2016-10-16,16368.0,1,-3,-7,-4,-7,-9,93,75,48,1030,1021,1018,10,10,5,26,13,2.79,0,1,0,0,0
2016-10-17,18418.0,8,2,-4,-5,-6,-8,86,59,26,1026,1014,1010,10,10,10,21,8,0.51,0,0,0,0,0
2016-10-18,4336.0,7,1,-5,-3,-5,-7,93,65,30,1024,1013,1006,10,10,8,64,18,0.0,1,1,0,0,0
2016-10-21,31362.0,3,-3,-8,-6,-9,-12,93,69,20,1034,1025,1021,10,9,2,18,6,1.52,0,0,0,0,0
2016-10-22,18524.0,8,1,-6,-4,-7,-10,86,64,32,1033,1022,1018,10,10,3,18,6,0.0,0,0,0,0,0
2016-10-23,16826.0,8,0,-8,-5,-7,-10,93,62,18,1026,1017,1013,10,9,3,21,5,1.78,0,0,0,0,0
2016-10-24,9500.0,-2,-4,-7,-6,-8,-11,93,75,43,1025,1014,1009,10,9,4,26,11,0.0,0,1,0,0,0
2016-10-25,15776.0,-5,-8,-11,-7,-14,-19,86,62,19,1030,1015,1009,10,9,2,26,13,0.0,0,1,0,0,0
2016-10-26,24410.0,-2,-9,-16,-12,-16,-20,85,56,15,1031,1019,1014,10,10,10,18,6,0.76,0,0,0,0,0
2016-10-27,19644.0,-4,-8,-12,-15,-18,-23,79,47,10,1040,1026,1020,10,10,2,32,10,0.51,0,0,0,0,0
2016-10-28,24994.0,-6,-12,-17,-19,-21,-22,72,48,14,1043,1028,1025,19,11,10,21,10,6.1,0,0,0,0,0
2016-10-29,23114.0,-8,-13,-19,-18,-21,-23,78,57,23,1043,1025,1021,10,9,3,29,8,0.0,0,0,0,0,0
2016-10-30,25508.0,-9,-16,-23,-21,-23,-28,78,56,18,1049,1033,1026,10,9,2,29,8,2.03,0,0,0,0,0
2016-10-31,23458.0,-6,-15,-24,-19,-22,-28,84,55,15,1049,1030,1024,10,8,2,18,5,0.51,0,0,0,0,0
2016-11-01,13356.0,-5,-13,-21,-20,-22,-26,77,51,13,1041,1025,1021,10,8,2,14,3,0.0,0,0,0,0,0
2016-11-02,17376.0,2,-8,-19,-12,-17,-22,78,46,16,1035,1018,1010,19,8,0,14,3,0.0,0,0,0,0,0
2016-11-03,4760.0,8,1,-6,-7,-9,-13,86,54,26,1020,1009,1005,19,8,3,14,6,1.52,0,0,0,0,0
2016-12-09,419660.0,-16,-23,-31,-22,-29,-35,85,72,44,1044,1024,1018,5,4,2,6,3,3.81,0,0,0,0,0
2016-12-10,12590.0,-9,-18,-28,-16,-24,-33,79,68,36,1042,1017,1009,10,8,2,11,3,0.76,0,0,0,0,0
2016-12-11,12858.0,-10,-17,-23,-16,-21,-25,85,75,54,1040,1018,1009,10,6,2,11,5,3.05,0,0,0,0,0
2016-12-12,8432.0,-15,-22,-30,-17,-24,-33,85,79,64,1046,1030,1023,8,5,2,21,2,0.0,0,1,0,0,0
2016-12-13,14188.0,-15,-21,-28,-20,-27,-34,84,72,47,1046,1028,1025,19,5,2,11,3,0.0,0,0,0,0,0
2016-12-14,12264.0,-11,-20,-29,-16,-25,-32,85,74,53,1051,1033,1026,6,4,0,18,5,2.29,0,0,0,0,0
2016-12-15,13344.0,-12,-21,-29,-18,-26,-33,85,75,48,1051,1028,1017,6,4,2,6,2,0.0,0,0,0,0,0
2016-12-16,12600.0,-11,-19,-27,-18,-24,-30,84,72,49,1035,1019,1015,6,4,2,6,2,2.29,0,0,0,0,0
2016-12-17,12172.0,-11,-18,-25,-18,-24,-29,85,74,47,1035,1019,1016,10,5,2,11,3,1.27,0,0,0,0,0
2016-12-18,12878.0,-9,-17,-26,-16,-22,-29,85,75,48,1034,1019,1015,10,6,4,11,3,3.81,0,0,0,0,0
2016-12-19,6100.0,-4,-13,-23,-12,-20,-28,85,74,39,1035,1019,1012,10,5,2,11,5,3.81,0,0,0,0,0
2016-12-20,476.0,-6,-9,-14,-8,-12,-19,93,82,65,1039,1024,1020,10,5,1,11,3,1.02,0,1,0,0,0
2016-12-21,1016.0,-12,-19,-27,-14,-20,-30,85,79,64,1044,1029,1025,10,8,2,11,5,0.0,0,1,0,0,0
2016-12-22,2816.0,-12,-18,-24,-14,-22,-32,85,76,54,1043,1022,1018,19,8,4,14,3,0.0,0,1,0,0,0
2016-12-23,7282.0,-12,-19,-27,-19,-24,-30,85,74,52,1036,1021,1017,10,7,2,6,3,1.02,0,0,0,0,0
2016-12-24,8212.0,-11,-16,-21,-17,-22,-31,85,74,48,1034,1016,1011,10,6,2,14,3,2.79,0,0,0,0,0
2016-12-25,9598.0,-14,-20,-26,-17,-24,-30,85,76,58,1049,1028,1019,10,9,2,14,5,1.27,0,1,0,0,0
2016-12-26,9560.0,-19,-26,-33,-24,-31,-37,77,72,53,1051,1030,1022,6,4,0,6,3,6.1,0,0,0,0,0
2016-12-27,7810.0,-16,-22,-28,-19,-26,-33,85,73,54,1045,1023,1015,10,6,0,21,5,0.25,0,1,0,0,0
2016-12-28,9316.0,-17,-23,-30,-21,-28,-34,85,74,55,1048,1028,1022,10,5,2,11,5,5.84,0,1,0,0,0
2016-12-29,13334.0,-19,-26,-33,-24,-32,-37,77,70,44,1046,1025,1020,19,5,2,11,3,6.86,0,0,0,0,0
2016-12-30,14256.0,-16,-25,-34,-23,-29,-38,77,67,34,1043,1020,1014,10,5,0,11,3,8.64,0,0,0,0,0
2016-12-31,4554.0,-15,-21,-27,-20,-24,-32,78,72,53,1036,1016,1012,5,4,0,11,3,5.33,0,0,0,0,0
2017-01-01,13590.0,-14,-21,-28,-18,-23,-32,85,77,65,1037,1020,1013,10,8,5,11,5,2.03,0,1,0,0,0
2017-01-02,9504.0,-15,-23,-31,-21,-28,-35,85,74,50,1037,1015,1009,19,5,2,11,3,4.32,0,0,0,0,0
2017-01-03,12686.0,-10,-19,-28,-18,-25,-33,85,73,43,1034,1017,1012,5,4,0,11,5,0.0,0,0,0,0,0
2017-01-04,14916.0,-10,-18,-27,-18,-26,-31,84,73,42,1036,1020,1016,10,5,0,11,3,2.54,0,0,0,0,0
2017-01-05,12560.0,-12,-20,-28,-18,-24,-31,85,73,45,1043,1022,1017,8,5,2,11,5,0.25,0,0,0,0,0
2017-01-06,13898.0,-12,-20,-28,-20,-26,-33,85,73,37,1049,1029,1024,5,4,0,11,3,4.06,0,0,0,0,0
2017-01-07,12062.0,-13,-21,-28,-19,-25,-32,85,75,50,1045,1025,1020,8,5,2,6,3,3.05,0,0,0,0,0
2017-01-08,14920.0,-15,-21,-28,-15,-24,-31,85,78,62,1044,1026,1020,10,9,2,18,5,0.0,0,1,0,0,0
2017-01-09,12682.0,-15,-22,-30,-19,-26,-33,85,76,57,1044,1024,1018,10,7,2,14,5,0.0,0,1,0,0,0
2017-01-10,13064.0,-17,-23,-31,-21,-29,-35,85,73,55,1045,1023,1018,8,5,0,6,2,6.6,0,0,1,0,0
2017-01-11,12740.0,-16,-24,-32,-22,-30,-38,78,72,58,1045,1023,1017,6,4,0,6,3,6.1,0,0,0,0,0
2017-01-12,13568.0,-17,-25,-33,-23,-31,-39,78,71,53,1042,1021,1016,6,4,2,6,3,4.06,0,0,0,0,0
2017-01-13,16124.0,-15,-24,-33,-22,-30,-38,78,70,43,1043,1023,1019,10,6,2,11,3,6.6,0,0,0,0,0
2017-01-14,16476.0,-11,-19,-28,-18,-25,-35,78,67,35,1041,1022,1018,19,9,5,14,5,5.59,0,0,0,0,0
2017-01-15,14848.0,-17,-25,-33,-22,-29,-37,84,72,48,1044,1023,1018,10,6,2,6,5,8.13,0,0,0,0,0
2017-01-16,11692.0,-19,-27,-35,-24,-30,-39,77,70,50,1045,1023,1019,10,4,0,14,2,0.0,0,1,0,0,0
2017-01-17,10166.0,-21,-28,-37,-27,-33,-41,77,70,51,1050,1025,1020,10,5,0,6,3,8.89,0,0,0,0,0
2017-01-18,12894.0,-23,-31,-38,-28,-36,-43,77,68,54,1055,1032,1025,8,3,0,14,3,6.1,0,0,0,0,0
2017-01-19,15106.0,-21,-30,-40,-27,-36,-45,77,67,53,1056,1030,1022,8,6,0,6,2,7.37,0,1,0,0,0
2017-01-20,16516.0,-15,-25,-35,-21,-29,-39,78,69,46,1047,1023,1016,10,5,0,26,6,8.13,0,0,0,0,0
2017-01-21,14006.0,-17,-26,-35,-23,-31,-40,77,71,51,1050,1028,1024,10,7,0,11,3,0.0,0,1,0,0,0
2017-01-22,18548.0,-17,-27,-36,-24,-32,-40,77,67,39,1049,1026,1022,19,5,2,11,3,6.1,0,0,0,0,0
2017-01-23,18452.0,-15,-24,-33,-23,-30,-36,76,65,36,1048,1028,1022,10,5,2,11,3,6.1,0,0,0,0,0
2017-01-24,18350.0,-9,-18,-28,-17,-24,-33,78,68,42,1044,1023,1016,10,6,2,11,3,2.54,0,0,0,0,0
2017-01-25,6620.0,-5,-11,-18,-12,-16,-20,85,71,46,1038,1018,1013,19,9,2,29,8,7.11,0,0,0,0,0
2017-01-26,17420.0,-13,-21,-28,-19,-24,-32,85,73,50,1047,1027,1019,10,8,2,21,8,2.03,0,1,0,0,0
2017-01-27,10376.0,-9,-18,-27,-16,-23,-33,78,67,36,1037,1013,1007,10,5,0,18,3,6.6,0,0,0,0,0
2017-01-28,6426.0,-20,-23,-29,-19,-26,-34,78,64,40,1054,1025,1010,10,8,2,40,18,0.0,0,1,0,0,0
2017-01-29,20316.0,-19,-28,-37,-27,-33,-42,76,66,41,1059,1034,1025,10,6,2,14,5,5.59,0,0,0,0,0
2017-01-30,19022.0,-18,-27,-37,-24,-33,-42,77,62,33,1047,1025,1019,10,5,2,11,3,4.57,0,0,0,0,0
2017-01-31,17562.0,-16,-26,-35,-24,-32,-40,76,64,35,1052,1030,1023,10,5,0,11,3,8.64,0,0,0,0,0
2017-02-01,19420.0,-10,-21,-33,-19,-29,-38,77,64,31,1050,1028,1022,10,5,2,6,3,10.41,0,0,0,0,0
2017-02-02,18278.0,-11,-22,-33,-20,-28,-37,76,64,32,1042,1022,1017,10,5,2,14,3,9.65,0,0,0,0,0
2017-02-03,19030.0,-11,-21,-31,-18,-27,-35,77,65,39,1037,1019,1014,10,5,2,6,3,7.37,0,0,0,0,0
2017-02-04,19246.0,-12,-21,-31,-19,-27,-35,84,70,45,1042,1021,1017,8,5,2,11,5,4.83,0,0,0,0,0
2017-02-05,6594.0,-9,-17,-25,-13,-22,-33,85,69,41,1042,1023,1018,10,7,3,32,5,0.0,0,1,0,0,0
2017-02-10,90270.0,-9,-19,-30,-16,-25,-34,84,68,37,1048,1028,1023,10,5,0,14,3,3.56,0,0,0,0,0
2017-02-11,19842.0,-6,-17,-29,-14,-23,-32,84,69,41,1040,1022,1018,10,6,5,11,3,4.06,0,0,0,0,0
2017-02-12,18162.0,-7,-17,-27,-14,-22,-31,85,71,41,1044,1026,1021,6,4,0,11,5,0.0,0,0,0,0,0
2017-02-13,13198.0,-1,-12,-23,-10,-18,-27,84,64,29,1041,1024,1020,19,8,2,21,5,0.51,0,0,0,0,0
2017-02-14,16754.0,-2,-12,-23,-9,-16,-26,92,73,38,1038,1020,1008,10,5,0,11,5,2.54,0,0,0,0,0
2017-02-15,14166.0,-11,-17,-24,-11,-17,-27,79,71,53,1041,1015,1005,19,9,2,32,14,0.0,0,1,0,0,0
2017-02-16,19430.0,-12,-21,-31,-18,-26,-34,78,70,45,1049,1030,1023,2,1,0,18,8,8.13,0,0,0,0,0
2017-02-17,16050.0,-12,-22,-32,-18,-27,-36,78,70,47,1045,1022,1016,10,5,0,11,5,8.38,0,0,0,0,0
2017-02-18,14550.0,-3,-13,-23,-9,-19,-32,80,67,38,1034,1009,1000,19,9,2,26,8,0.0,0,1,0,0,0
2017-02-19,21528.0,-11,-18,-25,-15,-21,-29,78,64,34,1041,1022,1010,10,10,10,32,14,8.64,0,0,0,0,0
2017-02-20,9228.0,-8,-18,-28,-14,-22,-33,79,63,31,1044,1023,1017,19,9,6,21,6,4.83,0,0,0,0,0
2017-02-21,16620.0,-5,-12,-19,-11,-15,-22,85,71,46,1033,1019,1015,19,9,0,29,5,0.0,0,0,0,0,0
2017-02-22,20340.0,-8,-16,-24,-15,-21,-27,84,70,29,1041,1024,1019,19,10,0,18,8,1.78,0,0,0,0,0
2017-02-23,17408.0,-6,-14,-24,-12,-20,-29,85,69,38,1041,1024,1021,10,6,2,11,5,3.05,0,0,0,0,0
2017-02-24,17746.0,-4,-13,-22,-9,-17,-26,85,74,49,1041,1026,1023,10,6,0,18,5,4.32,0,0,0,0,0
2017-02-25,18730.0,-1,-11,-22,-7,-15,-24,85,76,43,1038,1023,1018,19,5,0,14,5,4.32,0,0,0,0,0
2017-02-26,18380.0,-1,-11,-20,-8,-14,-23,85,72,34,1032,1019,1015,19,6,0,26,5,6.1,0,0,0,0,0
2017-02-27,17584.0,-2,-10,-19,-9,-15,-23,85,72,32,1034,1020,1017,10,6,0,21,5,4.06,0,0,0,0,0
2017-02-28,20736.0,-8,-14,-20,-12,-18,-23,86,64,30,1041,1026,1019,19,10,10,40,13,1.78,0,0,0,0,0
2017-03-01,18920.0,-2,-11,-20,-8,-16,-24,86,73,39,1042,1023,1014,10,10,10,18,5,2.03,0,0,0,0,0
2017-03-02,18670.0,1,-8,-18,-5,-12,-22,86,75,45,1027,1014,1011,10,6,2,14,5,5.84,0,0,0,0,0
2017-03-03,13370.0,0,-8,-15,-6,-11,-18,86,76,43,1028,1013,1009,10,9,2,21,6,1.78,0,1,0,0,0
2017-03-04,17288.0,-6,-12,-17,-11,-14,-20,85,66,31,1037,1024,1017,19,11,10,21,10,3.81,0,0,0,0,0
2017-03-05,17040.0,-2,-9,-16,-5,-12,-18,93,75,39,1040,1025,1021,19,10,3,32,11,0.0,0,1,0,0,0
2017-03-06,17928.0,-4,-8,-12,-6,-12,-15,93,71,39,1038,1026,1020,19,10,6,29,16,0.0,0,1,0,0,0
2017-03-07,19472.0,-4,-12,-19,-12,-16,-23,85,69,39,1043,1028,1026,10,6,3,29,10,2.79,0,0,0,0,0
2017-03-08,18918.0,-1,-10,-20,-7,-14,-22,86,72,39,1040,1022,1016,19,9,2,14,6,0.76,0,0,0,0,0
2017-03-09,19436.0,2,-8,-17,-8,-13,-20,85,63,19,1028,1013,1009,8,7,2,11,5,2.03,0,0,0,0,0
2017-03-10,12572.0,-1,-8,-15,-7,-12,-17,85,72,38,1033,1015,1009,10,9,3,32,10,0.0,0,1,0,0,0
2017-03-11,20198.0,-4,-11,-18,-13,-18,-28,79,57,6,1043,1029,1021,10,10,10,21,11,0.0,0,0,0,0,0
2017-03-12,19396.0,0,-9,-18,-9,-15,-22,86,63,20,1045,1030,1027,19,9,2,18,6,0.0,0,0,0,0,0
2017-03-13,19138.0,3,-7,-17,-8,-14,-20,85,58,13,1043,1028,1023,10,8,2,11,3,1.02,0,0,0,0,0
2017-03-14,18866.0,3,-6,-14,-8,-13,-17,85,56,12,1034,1023,1020,10,8,2,14,3,1.02,0,0,0,0,0
2017-03-15,18992.0,4,-4,-13,-7,-12,-16,86,57,12,1033,1020,1016,10,9,8,11,5,3.56,0,0,0,0,0
2017-03-16,17942.0,6,-2,-10,-7,-13,-19,79,47,6,1042,1015,1011,19,10,8,18,3,1.27,0,0,0,0,0
2017-03-17,17404.0,-1,-4,-8,-8,-10,-12,80,66,37,1033,1020,1015,19,10,2,32,10,2.54,0,0,0,0,0
2017-03-18,7740.0,-1,-4,-8,-7,-9,-12,93,72,47,1035,1024,1021,10,10,8,18,6,0.0,0,1,0,0,0
2017-03-19,23112.0,1,-6,-12,-12,-15,-22,85,52,11,1040,1028,1024,10,5,2,26,5,2.03,0,0,0,0,0
2017-03-20,22452.0,4,-4,-13,-7,-13,-17,79,48,13,1040,1026,1021,10,10,10,21,5,0.51,0,0,0,0,0
