,g_energy,temp_high,temp_avg,temp_low,dew_high,dew_avg,dew_low,humid_high,humid_avg,humid_low,press_high,press_avg,press_low,visib_high,visib_avg,visib_low,wind_high,wind_avg,precip_sum,rain,snow,fog,thunderstorm,hail
2017-03-21,22426.0,3,-1,-5,-9,-12,-16,74,43,18,1028,1020,1017,19,10,3,26,13,0.76,0,0,0,0,0
2017-03-22,16154.0,4,-2,-8,-8,-12,-14,86,48,16,1029,1020,1017,10,10,10,32,10,0.0,0,0,0,0,0
2017-03-23,16282.0,3,0,-4,-8,-12,-16,60,44,14,1031,1022,1019,10,10,10,29,14,0.0,0,0,0,0,0
2017-03-24,20148.0,0,-4,-8,-10,-12,-13,73,52,26,1038,1027,1023,10,10,10,32,18,2.03,0,0,0,0,0
2017-03-25,21630.0,1,-5,-11,-10,-13,-17,85,56,15,1039,1025,1021,10,10,2,32,6,2.03,0,0,0,0,0
2017-03-26,24142.0,6,-2,-10,-10,-14,-17,85,48,9,1031,1019,1015,10,10,10,11,3,1.27,0,0,0,0,0
2017-03-27,23796.0,6,0,-7,-10,-13,-16,80,45,10,1028,1019,1016,10,10,10,21,5,2.29,0,0,0,0,0
2017-03-28,21868.0,9,1,-8,-8,-11,-15,86,47,8,1029,1017,1013,10,10,10,21,5,2.29,0,0,0,0,0
2017-03-29,20172.0,3,-1,-6,-8,-13,-18,69,41,11,1036,1023,1016,19,11,10,29,13,0.0,0,0,0,0,0
2017-03-30,23676.0,7,-1,-9,-11,-13,-15,85,46,11,1039,1028,1025,10,9,8,14,3,0.0,0,0,0,0,0
2017-03-31,22716.0,13,3,-6,-9,-13,-17,86,41,5,1036,1024,1019,10,8,2,18,5,1.27,0,0,0,0,0
2017-04-01,17658.0,14,6,-4,-8,-11,-12,74,39,9,1027,1020,1018,10,10,8,26,5,0.0,0,0,0,0,0
2017-04-02,21906.0,16,6,-3,-8,-12,-16,86,34,5,1028,1016,1010,19,10,3,32,10,0.51,0,0,0,0,0
2017-04-03,21648.0,17,8,-1,-6,-8,-11,64,30,6,1015,1008,1003,10,10,10,26,10,0.25,0,0,0,0,0
2017-04-04,20642.0,16,8,1,-3,-5,-8,80,45,12,1011,1005,1002,10,10,2,21,6,2.03,0,0,0,0,0
2017-04-05,15634.0,4,0,-6,-4,-6,-9,86,66,34,1021,1010,1004,19,10,3,29,16,0.0,0,1,0,0,0
2017-04-06,15470.0,12,4,-3,-7,-9,-13,86,41,10,1023,1011,1006,10,10,3,40,11,2.03,0,0,0,0,0
2017-04-07,24196.0,7,0,-6,-6,-12,-17,74,36,10,1028,1016,1008,10,10,10,32,14,1.02,0,0,0,0,0
2017-04-08,24158.0,12,3,-6,-10,-12,-14,79,38,9,1032,1021,1017,10,10,10,21,5,0.0,0,0,0,0,0
2017-04-09,20656.0,14,6,-2,-8,-11,-15,74,33,5,1024,1013,1008,10,10,10,29,6,0.51,0,0,0,0,0
2017-04-10,25320.0,2,-1,-5,-5,-14,-20,75,36,9,1030,1020,1011,10,10,10,40,19,1.78,0,0,0,0,0
2017-04-11,24418.0,8,0,-8,-12,-15,-18,67,34,8,1032,1020,1016,10,10,10,29,8,0.0,0,0,0,0,0
2017-04-12,23608.0,14,4,-5,-10,-13,-15,73,34,6,1026,1013,1006,10,9,2,26,8,1.02,0,0,0,0,0
2017-04-13,19550.0,15,6,-3,-10,-13,-15,63,26,5,1013,1005,1001,19,10,10,26,6,0.0,0,0,0,0,0
2017-04-14,23340.0,16,7,-2,-10,-12,-14,63,29,5,1013,1007,1004,10,9,2,32,6,0.0,0,0,0,0,0
2017-04-15,20488.0,15,7,-1,-8,-10,-12,63,31,10,1017,1011,1008,10,10,10,21,6,0.0,0,0,0,0,0
2017-04-16,9534.0,7,2,-4,2,-3,-10,93,69,26,1016,1009,1007,19,10,1,40,13,2.03,1,1,0,0,0
2017-04-17,29756.0,7,1,-5,-3,-9,-14,93,53,10,1016,1010,1007,10,10,10,40,14,0.0,0,0,0,0,0
2017-04-18,11694.0,12,4,-4,-2,-9,-16,80,50,6,1017,1004,997,10,9,2,43,13,4.83,0,1,0,0,0
2017-04-19,22776.0,7,1,-5,-8,-12,-16,80,43,12,1025,1011,1005,19,10,10,35,11,1.52,0,0,0,0,0
2017-04-20,28076.0,9,2,-6,-9,-13,-18,80,36,6,1029,1017,1013,10,10,3,21,10,0.0,0,0,0,0,0
2017-04-21,18580.0,11,4,-3,-6,-12,-18,59,34,6,1018,1010,1007,19,10,10,40,11,0.0,0,0,0,0,0
2017-04-22,24584.0,4,0,-5,-9,-13,-17,59,37,10,1022,1014,1010,10,10,10,32,13,2.29,0,0,0,0,0
2017-04-23,14746.0,2,-1,-5,-6,-13,-17,74,43,14,1025,1016,1013,10,10,10,35,14,1.02,0,0,0,0,0
2017-04-24,19016.0,7,-1,-8,-14,-17,-19,62,29,8,1031,1022,1017,19,11,10,32,11,0.0,0,0,0,0,0
2017-04-25,22410.0,11,3,-6,-13,-16,-19,67,28,4,1033,1024,1022,19,11,10,21,6,0.76,0,0,0,0,0
2017-04-26,21458.0,15,7,-2,-14,-16,-18,53,23,4,1035,1028,1025,10,8,3,32,8,0.0,0,0,0,0,0
2017-04-27,20272.0,18,8,-2,-8,-12,-15,50,24,5,1033,1023,1016,10,9,2,35,10,0.0,0,0,0,0,0
2017-04-28,25700.0,23,12,2,-6,-11,-17,64,25,4,1023,1014,1005,10,8,3,21,8,0.51,0,0,0,0,0
2017-04-29,24506.0,20,12,4,-3,-7,-14,51,27,11,1016,1012,1008,10,9,3,32,10,0.0,0,0,0,0,0
2017-04-30,21862.0,22,14,6,-3,-4,-7,69,32,7,1017,1013,1006,10,9,2,21,6,0.0,0,0,0,0,0
